ID #,Co,Name,Recipes,AvgPct,Rating
ATF-02982,MF,"Cherry, Morello",7,3.07%,
ATF-02983,MF,"Cherry, White",17,0.85%,
ATF-02984,MF,"Chocolate, Dark",145,1.12%,
ATF-02985,MF,"Chocolate, Light",10,5.13%,
ATF-02986,MF,"Chocolate, White",34,1.26%,
ATF-02987,MF,Cinnamon,11,1.19%,
ATF-02988,MF,Coconut,15,2.02%,
ATF-02989,MF,Coffee,37,1.64%,
ATF-02990,MF,Cucumber,8,5.44%,
ATF-02991,MF,Dark Vanilla,25,0.59%,
ATF-02992,MF,Elderberry,5,4.20%,
ATF-02993,MF,Fig,2,0.72%,
ATF-02994,MF,Grape,15,4.05%,
ATF-02995,MF,"Grape, Cabernet Sauvignon",0,0.00%,
ATF-02996,MF,"Grape, Sauvignon Blanc",1,0.10%,
ATF-02997,MF,Grapefruit,13,4.57%,
ATF-02998,MF,Guava,6,0.88%,
ATF-02999,MF,Hazelnut,3,3.63%,
ATF-03000,MF,"Honey, Acacia",2,1.25%,
ATF-03001,MF,"Honey, Wildflower",2,0.47%,
ATF-03002,MF,Honeydew Melon,29,1.72%,
ATF-03003,MF,Jasmine,12,0.89%,
ATF-03004,MF,Kiwi,16,2.75%,
ATF-03005,MF,Lemon,99,0.83%,
ATF-03006,MF,Lime,3,0.27%,
ATF-03007,MF,Mandarin,7,2.82%,
ATF-03008,MF,Mango,57,1.81%,
ATF-03009,MF,Mint,9,0.97%,
ATF-03010,MF,Nectarine,23,1.54%,
ATF-03011,MF,Orange,28,2.48%,
ATF-03012,MF,Passionfruit,26,4.37%,
ATF-03013,MF,Peach,28,3.65%,
ATF-03014,MF,"Peach, White",7,1.13%,
ATF-03015,MF,Peanut,0,0.00%,
ATF-03016,MF,Pear,13,1.92%,
ATF-03017,MF,Pineapple,23,2.75%,
ATF-03018,MF,Plum,7,3.25%,
ATF-03019,MF,"Plum, Golden",0,0.00%,
ATF-03020,MF,Pomegranate,3,4.75%,
ATF-03021,MF,Raspberry,15,2.59%,
ATF-03022,MF,Rum,12,1.59%,
ATF-03023,MF,Strawberry,81,4.11%,
ATF-03024,MF,"Tea, Black",0,0.00%,
ATF-03025,MF,"Tea, Green",2,2.85%,
ATF-03026,MF,Tropical Fruit,0,0.00%,
ATF-03027,MF,Vanilla,102,2.01%,
ATF-03028,MF,Violet,1,3.50%,
ATF-03029,MF,Walnut,9,0.46%,
ATF-03030,MF,Watermelon,52,2.24%,
ATF-03031,MF,Wild Bulgarian Rose,7,5.42%,
ATF-03032,MF,Wild Raspberry,74,0.54%,
ATF-03033,NF,Acai,1,2.00%,
ATF-03034,NF,Acorn,0,0.00%,
ATF-03035,NF,Alfredo,1,16.00%,
ATF-03036,NF,Allspice,1,0.33%,
ATF-03037,NF,Almond,5,1.45%,
ATF-03038,NF,Almond Cola,15,3.86%,
ATF-03039,NF,Almond Cream,7,2.74%,
ATF-03040,NF,Almond Vanilla,12,3.04%,
ATF-03041,NF,Amaretto,0,0.00%,
ATF-03042,NF,Amaretto Cappuccino,1,3.00%,
ATF-03043,NF,Amaretto Hazelnut,0,0.00%,
ATF-03044,NF,Anise,0,0.00%,
ATF-03045,NF,Apple,0,0.00%,
ATF-03046,NF,Apple Blossom,1,14.00%,
ATF-03047,NF,Apple Cider,0,0.00%,
ATF-03048,NF,Apple Flavor,9,8.49%,
ATF-03049,NF,Apricot,0,0.00%,
ATF-03050,NF,Banana,0,0.00%,
ATF-03051,NF,Banana Cream,2,2.00%,
ATF-03052,NF,Banana Foster,0,0.00%,
ATF-03053,NF,Banana Nut,0,0.00%,
ATF-03054,NF,Banana Split,0,0.00%,
ATF-03055,NF,Basil,0,0.00%,
ATF-03056,NF,Bavarian Cream,1,0.00%,
ATF-03057,NF,Bell Pepper,1,1.00%,
ATF-03058,NF,Bergamot,0,0.00%,
ATF-03059,NF,Bergamot Lemon Lime,4,11.63%,
ATF-03060,NF,Berry,3,10.50%,
ATF-03061,NF,Black Cherry,2,0.50%,
ATF-03062,NF,Black Currant,1,1.50%,
ATF-03063,NF,Black Raspberry,16,1.39%,
ATF-03064,NF,Black Walnut,0,0.00%,
ATF-03065,NF,Blackberry,0,0.00%,
ATF-03066,NF,Blackberry Cola,0,0.00%,
ATF-03067,NF,Blueberry,2,1.25%,
ATF-03068,NF,Blueberry Cheesecake,0,0.00%,
ATF-03069,NF,Bordeaux Cherry,0,0.00%,
ATF-03070,NF,Boysenberry,3,0.30%,
ATF-03071,NF,Brandy,0,0.00%,
ATF-03072,NF,Brown Sugar,72,0.72%,
ATF-03073,NF,Bubble Gum,1,2.00%,
ATF-03074,NF,Burnt Sugar,12,0.63%,
ATF-03075,NF,Butter,16,0.57%,
ATF-03076,NF,Butter Pecan,0,0.00%,
ATF-03077,NF,Butter Rum,0,0.00%,
ATF-03078,NF,Butterscotch,6,0.83%,
ATF-03079,NF,Butterscotch (Natural),3,0.44%,
ATF-03080,NF,Cabernet,0,0.00%,
ATF-03081,NF,Cake Batter,0,0.00%,
ATF-03082,NF,Candy Cane,0,0.00%,
ATF-03083,NF,Cantaloupe,0,0.00%,
ATF-03084,NF,Cappuccino,0,0.00%,
ATF-03085,NF,Cappuccino Amaretto,0,0.00%,
ATF-03086,NF,Caramel,2,1.50%,
ATF-03087,NF,Caramel Corn,0,0.00%,
ATF-03088,NF,Caramel Cream,0,0.00%,
ATF-03089,NF,Caraway,0,0.00%,
ATF-03090,NF,Cardamom,0,0.00%,
ATF-03091,NF,Carrot,0,0.00%,
ATF-03092,NF,Carrot Cake,1,12.00%,
ATF-03093,NF,Cashew,0,0.00%,
ATF-03094,NF,Cayenne,0,0.00%,
ATF-03095,NF,Celery,1,0.50%,
ATF-03096,NF,Chai,0,0.00%,
ATF-03097,NF,Champagne,0,0.00%,
ATF-03098,NF,Chardonnay,0,0.00%,
ATF-03099,NF,Cheese,0,0.00%,
ATF-03100,NF,Cheesecake,0,0.00%,
ATF-03101,NF,Cherry,0,0.00%,
ATF-03102,NF,Cherry Cola,0,0.00%,
ATF-03103,NF,Chestnut,0,0.00%,
ATF-03104,NF,Chili Pepper,1,0.50%,
ATF-03105,NF,Chives,0,0.00%,
ATF-03106,NF,Chocolate,5,0.77%,
ATF-03107,NF,Chocolate Almond,0,0.00%,
ATF-03108,NF,Chocolate Cheesecake,0,0.00%,
ATF-03109,NF,Chocolate Fudge,1,0.00%,
ATF-03110,NF,Chocolate Malt,0,0.00%,
ATF-03111,NF,Chocolate Mint,1,1.00%,
ATF-03112,NF,Chocolate Raspberry,0,0.00%,
ATF-03113,NF,Chocolate Strawberry,0,0.00%,
ATF-03114,NF,Cider,6,3.00%,
ATF-03115,NF,Cilantro,2,0.38%,
ATF-03116,NF,Cinnamon,0,0.00%,
ATF-03117,NF,Cinnamon (Super Hot!),0,0.00%,
ATF-03118,NF,Citron,0,0.00%,
ATF-03119,NF,Citrus Punch,1,4.00%,
ATF-03120,NF,Cloves,0,0.00%,
ATF-03121,NF,Cocoa Cream,0,0.00%,
ATF-03122,NF,Coconut,0,0.00%,
ATF-03123,NF,Coconut Cream,0,0.00%,
ATF-03124,NF,Coconut Nutty,0,0.00%,
ATF-03125,NF,Coffee,0,0.00%,
ATF-03126,NF,Coffee Liqueur,0,0.00%,
ATF-03127,NF,Coffee Nut,0,0.00%,
ATF-03128,NF,Cognac,0,0.00%,
ATF-03129,NF,Cola,0,0.00%,
ATF-03130,NF,Concord Grape,0,0.00%,
ATF-03131,NF,Cooked Butter,0,0.00%,
ATF-03132,NF,Cookie Dough,0,0.00%,
ATF-03133,NF,Cookies and Cream,1,4.00%,
ATF-03134,NF,Coriander,0,0.00%,
ATF-03135,NF,Corn,0,0.00%,
ATF-03136,NF,Cotton Candy,2,1.57%,
ATF-03137,NF,Cranberry,0,0.00%,
ATF-03138,NF,Cream Soda,2,9.50%,
ATF-03139,NF,Cucumber,0,0.00%,
ATF-03140,NF,Cucumber Melon,0,0.00%,
ATF-03141,NF,Cumin,0,0.00%,
ATF-03142,NF,Curry,0,0.00%,
ATF-03143,NF,Custard,42,0.77%,
ATF-03144,NF,Danish Pastry,11,3.96%,
ATF-03145,NF,Date,1,3.00%,
ATF-03146,NF,Date Nut,0,0.00%,
ATF-03147,NF,Decaffeinated Coffee,0,0.00%,
ATF-03148,NF,Decaffeinated Espresso,0,0.00%,
ATF-03149,NF,Dill,0,0.00%,
ATF-03150,NF,Dragon Fruit,1,4.50%,
ATF-03151,NF,Dulce de Leche,0,0.00%,
ATF-03152,NF,Earl Grey,1,1.00%,
ATF-03153,NF,Eggnog,1,0.50%,
ATF-03154,NF,Elderberry,0,0.00%,
ATF-03155,NF,English Toffee,0,0.00%,
ATF-03156,NF,Espresso,0,0.00%,
ATF-03157,NF,Eucalyptus,0,0.00%,
ATF-03158,NF,Exotic Tropical Medley,1,0.00%,
ATF-03159,NF,Fennel,0,0.00%,
ATF-03160,NF,Fenugreek,0,0.00%,
ATF-03161,NF,Fig,0,0.00%,
ATF-03162,NF,French Vanilla,1,0.50%,
ATF-03163,NF,Fresh Baked Bread,1,1.50%,
ATF-03164,NF,Fruit Punch,3,1.00%,
ATF-03165,NF,Garlic,1,0.25%,
ATF-03166,NF,Ginger,110,0.64%,
ATF-03167,NF,Ginger Ale,2,0.75%,
ATF-03168,NF,Ginger Peach,0,0.00%,
ATF-03169,NF,Gingerbread,0,0.00%,
ATF-03170,NF,Ginseng,1,2.00%,
ATF-03171,NF,Gooseberry,5,1.30%,
ATF-03172,NF,Graham Cracker,5,0.32%,
ATF-03173,NF,Grape,1,1.00%,
ATF-03174,NF,Grapefruit,0,0.00%,
ATF-03175,NF,Green Apple,0,0.00%,
ATF-03176,NF,Green Tea,0,0.00%,
ATF-03177,NF,Grenadine,2,3.00%,
ATF-03178,NF,Guava,1,1.00%,
ATF-03179,NF,Habanero Mango,0,0.00%,
ATF-03180,NF,Hazelnut,0,0.00%,
ATF-03181,NF,Hazelnut Coffee,0,0.00%,
ATF-03182,NF,Herbal Liqueur,3,1.17%,
ATF-03183,NF,Hibiscus,1,2.50%,
ATF-03184,NF,Hickory Smoke,0,0.00%,
ATF-03185,NF,Honey,2,0.50%,
ATF-03186,NF,Honey Roasted,0,0.00%,
ATF-03187,NF,Honeydew Melon,0,0.00%,
ATF-03188,NF,Horchata,0,0.00%,
ATF-03189,NF,Horseradish,1,0.10%,
ATF-03190,NF,Irish Cream,0,0.00%,
ATF-03191,NF,Jalapeno,2,6.15%,
ATF-03192,NF,JalapenoNatural,0,0.00%,
ATF-03193,NF,Jamaica,0,0.00%,
ATF-03194,NF,Japanese Plum,1,2.00%,
ATF-03195,NF,Japanese Plum Jasmine,0,0.00%,
ATF-03196,NF,Jasmine,0,0.00%,
ATF-03197,NF,Juniper,0,0.00%,
ATF-03198,NF,Key Lime,0,0.00%,
ATF-03199,NF,Kiwi,0,0.00%,
ATF-03200,NF,Kiwi Strawberry Sports Drink,1,3.00%,
ATF-03201,NF,Kona Cream,8,1.16%,
ATF-03202,NF,Lavender,2,3.00%,
ATF-03203,NF,Lavender Tea Tree,0,0.00%,
ATF-03204,NF,Lemon,0,0.00%,
ATF-03205,NF,Lemon Grass,0,0.00%,
ATF-03206,NF,Lemon Lime,0,0.00%,
ATF-03207,NF,Lemon Meringue,3,1.97%,
ATF-03208,NF,Lemonade,1,0.00%,
ATF-03209,NF,Lemongrass,1,0.10%,
ATF-03210,NF,Lemongrass Citron,0,0.00%,
ATF-03211,NF,Licorice,0,0.00%,
ATF-03212,NF,Lime,1,1.50%,
ATF-03213,NF,Lime Cola,0,0.00%,
ATF-03214,NF,Lime Rickey,0,0.00%,
ATF-03215,NF,Lychee,0,0.00%,
ATF-03216,NF,Macadamia Nut,1,0.10%,
ATF-03217,NF,Macadamia Praline,0,0.00%,
ATF-03218,NF,Mace,1,5.00%,
ATF-03219,NF,Malt,33,0.67%,
ATF-03220,NF,Malted Mocha,0,0.00%,
ATF-03221,NF,Mandarin Orange,4,5.63%,
ATF-03222,NF,Mango,1,4.00%,
ATF-03223,NF,Maple,0,0.00%,
ATF-03224,NF,Maraschino Cherry,0,0.00%,
ATF-03225,NF,Marjoram,0,0.00%,
ATF-03226,NF,Marshmallow,1,0.00%,
ATF-03227,NF,Melon,0,0.00%,
ATF-03228,NF,Menthol,0,0.00%,
ATF-03229,NF,Mesquite Smoke,0,0.00%,
ATF-03230,NF,Meyer Lemon,0,0.00%,
ATF-03231,NF,Milk Chocolate,0,0.00%,
ATF-03232,NF,Mint,2,1.50%,
ATF-03233,NF,MintNatural,0,0.00%,
ATF-03234,NF,Mixed Berry,0,0.00%,
ATF-03235,NF,Mocha,0,0.00%,
ATF-03236,NF,Mulling Spice,0,0.00%,
ATF-03237,NF,Muscat Grape,0,0.00%,
ATF-03238,NF,Mushroom,0,0.00%,
ATF-03239,NF,Mustard Seed,0,0.00%,
ATF-03240,NF,Natural Clear Vanilla,0,0.00%,
ATF-03241,NF,Natural Vanilla,0,0.00%,
ATF-03242,NF,Nectarine,0,0.00%,
ATF-03243,NF,Nutmeg,1,0.15%,
ATF-03244,NF,Nutty,0,0.00%,
ATF-03245,NF,Oak Smoke,0,0.00%,
ATF-03246,NF,Onion,1,0.30%,
ATF-03247,NF,Orange,0,0.00%,
ATF-03248,NF,Orange Chocolate Liqueur,0,0.00%,
ATF-03249,NF,Orange Cream,0,0.00%,
ATF-03250,NF,Orange Mango,1,16.50%,
ATF-03251,NF,Orange Mango Passion,2,3.88%,
ATF-03252,NF,Orange Vanilla,0,0.00%,
ATF-03253,NF,Oregano,1,0.50%,
ATF-03254,NF,Organic Ginger,5,0.65%,
ATF-03255,NF,Organic Pancake,2,0.78%,
ATF-03256,NF,Organic Waffle,0,0.00%,
ATF-03257,NF,Pancake,11,3.16%,
ATF-03258,NF,Panettone,0,0.00%,
ATF-03259,NF,Papaya,0,0.00%,
ATF-03260,NF,Paprika,1,0.50%,
ATF-03261,NF,Parmesan,0,0.00%,
ATF-03262,NF,Parsley,0,0.00%,
ATF-03263,NF,Passion Fruit,0,0.00%,
ATF-03264,NF,Passion Orange,0,0.00%,
ATF-03265,NF,Peach,1,4.00%,
ATF-03266,NF,Peach Melba,0,0.00%,
ATF-03267,NF,Peanut,0,0.00%,
ATF-03268,NF,Peanut Butter,0,0.00%,
ATF-03269,NF,Pear,0,0.00%,
ATF-03270,NF,Pecan,0,0.00%,
ATF-03271,NF,Pecan Praline,0,0.00%,
ATF-03272,NF,Pepper,1,0.50%,
ATF-03273,NF,Peppermint,1,5.00%,
ATF-03274,NF,Peppermint (Super),0,0.00%,
ATF-03275,NF,Peppermint Lemongrass,0,0.00%,
ATF-03276,NF,Persimmon,0,0.00%,
ATF-03277,NF,Pina Colada,0,0.00%,
ATF-03278,NF,Pine Nut,0,0.00%,
ATF-03279,NF,Pine Smoke,1,1.00%,
ATF-03280,NF,Pineapple,1,3.00%,
ATF-03281,NF,Pink Grapefruit,0,0.00%,
ATF-03282,NF,Pinot,0,0.00%,
ATF-03283,NF,Pistachio,1,0.00%,
ATF-03284,NF,Plum,0,0.00%,
ATF-03285,NF,Plum Apricot,0,0.00%,
ATF-03286,NF,"Plum, Sweet",0,0.00%,
ATF-03287,NF,Pomegranate,0,0.00%,
ATF-03288,NF,Praline,0,0.00%,
ATF-03289,NF,Pumpkin Pie,0,0.00%,
ATF-03290,NF,Purple Carrot,2,2.50%,
ATF-03291,NF,Quinine,0,0.00%,
ATF-03292,NF,Raisin,-1,4.00%,
ATF-03293,NF,Ranch,0,0.00%,
ATF-03294,NF,Raspberry,0,0.00%,
ATF-03295,NF,Raspberry Cream,1,2.50%,
ATF-03296,NF,Raspberry Syrup,2,0.75%,
ATF-03297,NF,Raspberry Truffle,0,0.00%,
ATF-03298,NF,Red Licorice,0,0.00%,
ATF-03299,NF,Rhubarb,1,2.50%,
ATF-03300,NF,Root Beer,0,0.00%,
ATF-03301,NF,Rose,0,0.00%,
ATF-03302,NF,Rosemary,7,0.47%,
ATF-03303,NF,Rum,0,0.00%,
ATF-03304,NF,Rum Raisin,4,1.33%,
ATF-03305,NF,Sage,0,0.00%,
ATF-03306,NF,Sangria,0,0.00%,
ATF-03307,NF,Sarsaparilla,0,0.00%,
ATF-03308,NF,Sassafras,0,0.00%,
ATF-03309,NF,Savory,0,0.00%,
ATF-03310,NF,Sesame,0,0.00%,
ATF-03311,NF,Sesame Seed,0,0.00%,
ATF-03312,NF,Smoke,0,0.00%,
ATF-03313,NF,Smore,0,0.00%,
ATF-03314,NF,Sour Apple,0,0.00%,
ATF-03315,NF,Spearmint,2,2.00%,
ATF-03316,NF,Spice,0,0.00%,
ATF-03317,NF,Spiced Apple,1,4.00%,
ATF-03318,NF,Spiced Berry,0,0.00%,
ATF-03319,NF,Star Anise,0,0.00%,
ATF-03320,NF,Strawberry,6,0.95%,
ATF-03321,NF,Strawberry Cream,1,1.50%,
ATF-03322,NF,Strawberry Daiquiri,0,0.00%,
ATF-03323,NF,Strawberry Kiwi,0,0.00%,
ATF-03324,NF,Strawberry Lime,0,0.00%,
ATF-03325,NF,Strawberry Shortcake,8,5.06%,
ATF-03326,NF,Sugar Cookie,0,0.00%,
ATF-03327,NF,Super Hot Cinnamon,0,0.00%,
ATF-03328,NF,Sweet and Sour,1,2.00%,
ATF-03329,NF,Sweet Cinnamon,2,0.17%,
ATF-03330,NF,Sweet Corn,1,16.50%,
ATF-03331,NF,Tahitian Vanilla,8,1.31%,
ATF-03332,NF,Tamarindo,0,0.00%,
ATF-03333,NF,Tangerine,0,0.00%,
ATF-03334,NF,Tarragon Leaf,0,0.00%,
ATF-03335,NF,Tea,0,0.00%,
ATF-03336,NF,Tea-Berry,0,0.00%,
ATF-03337,NF,Tiramisu,0,0.00%,
ATF-03338,NF,Toffee,0,0.00%,
ATF-03339,NF,Tomato,1,1.00%,
ATF-03340,NF,Triple Sec,2,1.00%,
ATF-03341,NF,Tropical Fruit Punch,0,0.00%,
ATF-03342,NF,Tutti Frutti,1,1.75%,
ATF-03343,NF,Vanilla,0,0.00%,
ATF-03344,NF,Vanilla 2X,0,0.00%,
ATF-03345,NF,Vanilla Butter Nut,1,1.00%,
ATF-03346,NF,Vanilla Clear,0,0.00%,
ATF-03347,NF,Vanilla Cola,0,0.00%,
ATF-03348,NF,Violet,0,0.00%,
ATF-03349,NF,Waffle,2,1.50%,
ATF-03350,NF,Walnut,1,3.25%,
ATF-03351,NF,Wasabi,0,0.00%,
ATF-03352,NF,Watermelon,0,0.00%,
ATF-03353,NF,White Chocolate,3,3.00%,
ATF-03354,NF,White Chocolate Macadamia Nut,0,0.00%,
ATF-03355,NF,Wild Berry,0,0.00%,
ATF-03356,NF,"Wine, White",0,0.00%,
ATF-03357,NF,Wintergreen,0,0.00%,
ATF-03358,NF,Yogurt,1,1.50%,
ATF-03359,NF,Yuzu,1,2.00%,
ATF-03360,NF,Zabaglione,10,3.70%,
ATF-03361,NOM,Apple,0,0.00%,
ATF-03362,NOM,Apple (Green),70,2.31%,
ATF-03363,NOM,Apple (Toffee Apple),5,2.46%,
ATF-03364,NOM,Apple Donut,6,1.71%,
ATF-03365,NOM,Apricot,25,1.41%,
ATF-03366,NOM,Asperule (Woodruff),3,1.08%,
ATF-03367,NOM,Banana,149,2.03%,
ATF-03368,NOM,Banana Candy,20,1.75%,
ATF-03369,NOM,Banana FlambÃ©,28,1.69%,
ATF-03370,NOM,Biscuit (Buttery),13,1.75%,
ATF-03371,NOM,Biscuit (Graham Cracker),259,2.26%,
ATF-03372,NOM,Biscuit (Shortbread),360,3.37%,
ATF-03373,NOM,Biscuit (Speculoos),55,2.80%,
ATF-03374,NOM,Blackcurrant,7,1.21%,
ATF-03375,NOM,Blackcurrant Extra,0,0.00%,
ATF-03376,NOM,Blackcurrant ICE Fantasy,0,0.00%,
ATF-03377,NOM,Blueberry,36,1.86%,
ATF-03378,NOM,Blueberry Cheesecake,18,5.39%,
ATF-03379,NOM,Brownie,10,1.95%,
ATF-03380,NOM,Cake (Sponge Cake),21,1.82%,
ATF-03381,NOM,Candy Floss,0,0.00%,
ATF-03382,NOM,Caramel,0,0.00%,
ATF-03383,NOM,Cereals,7,2.91%,
ATF-03384,NOM,Cheesecake,32,1.72%,
ATF-03385,NOM,Cherry,17,1.40%,
ATF-03386,NOM,Chocolate (Dark),38,1.51%,
ATF-03387,NOM,Chocolate (Milk),17,1.43%,
ATF-03388,NOM,Chocolate (White),23,1.68%,
ATF-03389,NOM,Chocolate Hazelnut,1,0.00%,
ATF-03390,NOM,Choocolate Hazelnut,2,1.25%,
ATF-03391,NOM,Cinnamon,0,0.00%,
ATF-03392,NOM,Citrus Fruit,0,0.00%,
ATF-03393,NOM,Clotted Cream Fudge,0,0.00%,
ATF-03394,NOM,Coconut (Milky Note),10,2.00%,
ATF-03395,NOM,Coconut Macaroons,31,1.57%,
ATF-03396,NOM,Coffee,53,1.28%,
ATF-03397,NOM,Coffee (Irish),17,2.72%,
ATF-03398,NOM,Cola,0,0.00%,
ATF-03399,NOM,Cranberry,7,0.68%,
ATF-03400,NOM,Cream,22,1.21%,
ATF-03401,NOM,Cream (Whipped),24,1.17%,
ATF-03402,NOM,Creme Anglaise,62,1.17%,
ATF-03403,NOM,Creme BrÃ»lÃ©e,47,1.46%,
ATF-03404,NOM,Crepe,0,0.00%,
ATF-03405,NOM,Cucumber,19,1.64%,
ATF-03406,NOM,Custard,52,1.88%,
ATF-03407,NOM,Custard Cake,23,2.03%,
ATF-03408,NOM,Devon Cream,2,1.38%,
ATF-03409,NOM,Donut,13,1.57%,
ATF-03410,NOM,Dragonfruit (Pitaya),1,0.00%,
ATF-03411,NOM,Dulce de Leche,22,1.19%,
ATF-03412,NOM,Elderberry,0,0.00%,
ATF-03413,NOM,Energy Drink (RB),11,2.10%,
ATF-03414,NOM,Eucalyptus,0,0.00%,
ATF-03415,NOM,Fig,0,0.00%,
ATF-03416,NOM,Forest Fruits,3,1.83%,
ATF-03417,NOM,French Vanilla,60,0.98%,
ATF-03418,NOM,Fresh (Koolada),13,0.43%,
ATF-03419,NOM,Fresh (Polar),32,0.71%,
ATF-03420,NOM,Ginger,0,0.00%,
ATF-03421,NOM,Gingerbread,1,0.00%,
ATF-03422,NOM,Grapefruit,0,0.00%,
ATF-03423,NOM,Guava,5,2.20%,
ATF-03424,NOM,Hazelnut (Fresh),1,1.50%,
ATF-03425,NOM,Hazelnut (Roasted),3,0.92%,
ATF-03426,NOM,Hazelnut Cream,16,1.73%,
ATF-03427,NOM,Hibiscus,1,0.75%,
ATF-03428,NOM,Jujube,0,0.00%,
ATF-03429,NOM,Kiwi,10,3.00%,
ATF-03430,NOM,Lemon,1,0.00%,
ATF-03431,NOM,Lemon Custard,17,1.72%,
ATF-03432,NOM,Lemon Meringue Pie,40,2.10%,
ATF-03433,NOM,Lemongrass,1,0.00%,
ATF-03434,NOM,Madeleine,24,1.38%,
ATF-03435,NOM,Mandarin,0,0.00%,
ATF-03436,NOM,Mango,2,2.00%,
ATF-03437,NOM,Marshmallow,16,1.27%,
ATF-03438,NOM,Mega Sweet,15,1.29%,
ATF-03439,NOM,Meringue,23,1.14%,
ATF-03440,NOM,Milk (Fresh),14,1.02%,
ATF-03441,NOM,Milkshake (Strawberry),9,2.78%,
ATF-03442,NOM,Mint Cream,30,1.71%,
ATF-03443,NOM,Mirabelle Plum,1,0.00%,
ATF-03444,NOM,Nougatine,11,1.60%,
ATF-03445,NOM,Oat,26,1.02%,
ATF-03446,NOM,Orange (Blood),2,1.50%,
ATF-03447,NOM,Papaya,11,1.66%,
ATF-03448,NOM,Passionfruit,32,1.55%,
ATF-03449,NOM,Peach,1,0.00%,
ATF-03450,NOM,Peach (Yellow),16,1.72%,
ATF-03451,NOM,Peach Apricot,38,1.40%,
ATF-03452,NOM,Peanut Butter,29,1.35%,
ATF-03453,NOM,Pear,1,0.00%,
ATF-03454,NOM,Pecan Nut,4,1.33%,
ATF-03455,NOM,Pineapple,4,1.38%,
ATF-03456,NOM,Plum,12,1.98%,
ATF-03457,NOM,Pomegranate,0,0.00%,
ATF-03458,NOM,Popcorn,5,1.89%,
ATF-03459,NOM,Praline,8,1.84%,
ATF-03460,NOM,Puffed Rice,27,0.93%,
ATF-03461,NOM,Raspberry,4,1.44%,
ATF-03462,NOM,Raspberry (Wild),6,0.79%,
ATF-03463,NOM,Raspberry Custard,36,2.15%,
ATF-03464,NOM,Raspberry Jam,118,1.47%,
ATF-03465,NOM,Raspberry Wafer,29,2.14%,
ATF-03466,NOM,Red Berries,1,0.00%,
ATF-03467,NOM,Red Currants,3,1.17%,
ATF-03468,NOM,Rhubarb,8,1.79%,
ATF-03469,NOM,Rum (Brown),0,0.00%,
ATF-03470,NOM,RY-Fortress,41,3.16%,
ATF-03471,NOM,Strawberry,22,2.96%,
ATF-03472,NOM,Strawberry (Wild),2,1.33%,
ATF-03473,NOM,Strawberry Candy,0,0.00%,
ATF-03474,NOM,Strawberry Jam,56,1.53%,
ATF-03475,NOM,Strawberry Pie,0,0.00%,
ATF-03476,NOM,Sweet Lime,34,1.17%,
ATF-03477,NOM,Tarte Tatin,0,0.00%,
ATF-03478,NOM,Tequila,0,0.00%,
ATF-03479,NOM,Tiramisu,0,0.00%,
ATF-03480,NOM,Tobacco (Gold),15,1.73%,
ATF-03481,NOM,Tobacco (RY4),16,2.06%,
ATF-03482,NOM,Toffee (Butter),101,1.66%,
ATF-03483,NOM,Toffee (Candy),6,1.38%,
ATF-03484,NOM,Vanilla,11,0.90%,
ATF-03485,NOM,Vanilla Bourbon,13,1.01%,
ATF-03486,NOM,Vanilla Cupcake,12,2.52%,
ATF-03487,NOM,Vanilla Ice Cream,174,1.65%,
ATF-03488,NOM,Wafer,39,1.42%,
ATF-03489,NOM,Waffle,5,1.31%,
ATF-03490,NOM,Watermelon,8,1.07%,
ATF-03491,NOM,Whiskey (Cream),40,1.46%,
ATF-03492,NOM,Yogurt,32,2.19%,
ATF-03493,NOM,Yuzu,5,0.64%,
ATF-03494,OOO,50/50 Cherry,19,2.89%,
ATF-03495,OOO,50/50 Lime,18,3.77%,
ATF-03496,OOO,50/50 Orange,15,5.42%,
ATF-03497,OOO,50/50 Raspberry,43,7.58%,
ATF-03498,OOO,50/50 Strawberry,75,6.57%,
ATF-03499,OOO,Acetyl Pyrazine (PG),33,1.40%,
ATF-03500,OOO,Acetyl Pyrazine (VG),6,2.63%,
ATF-03501,OOO,Almond,1,1.82%,
ATF-03502,OOO,Amaretto,2,0.80%,
ATF-03503,OOO,Apple (Candy),3,1.67%,
ATF-03504,OOO,Apple (Cider),8,1.87%,
ATF-03505,OOO,Apple (Fuji),9,2.96%,
ATF-03506,OOO,Apple (Gala),0,0.00%,
ATF-03507,OOO,Apple (Granny Smith),7,5.21%,
ATF-03508,OOO,Apple (Red),3,5.33%,
ATF-03509,OOO,Apple (Ripe),1,0.10%,
ATF-03510,OOO,Apple Banana Smoothie,1,20.00%,
ATF-03511,OOO,Apple Cider,6,3.58%,
ATF-03512,OOO,Apple Double,5,2.30%,
ATF-03513,OOO,Apple Hoops,1,5.00%,
ATF-03514,OOO,Apple Hoops I,0,0.00%,
ATF-03515,OOO,Apple Hoops II,1,22.00%,
ATF-03516,OOO,Apple Peach,7,5.00%,
ATF-03517,OOO,Apple Peach Smoothie,0,0.00%,
ATF-03518,OOO,Apple Pie (A La Mode),2,2.25%,
ATF-03519,OOO,Apple Pie (Cinnamon),1,5.00%,
ATF-03520,OOO,Apple Strudel,2,14.00%,
ATF-03521,OOO,Apricot,1,1.50%,
ATF-03522,OOO,Arabic Spices Tobacco PG,0,0.00%,
ATF-03523,OOO,Arabic Spices Tobacco VG,2,20.00%,
